SubjectCode,Subject,Series,Component,MaxRawMark,A,B,C,D,E
9676,Urdu A Level,june-2024,03,40,32,28,24,20,17
9676,Urdu A Level,june-2024,04,75,56,50,45,41,36
9676,Urdu A Level,june-2024,05,40,31,27,23,19,16
9686,Urdu A Level,june-2024,02,70,58,53,48,42,35
9686,Urdu A Level,june-2024,03,40,32,28,24,20,17
9686,Urdu A Level,june-2024,04,75,56,50,45,41,36
8686,Urdu Language AS Level,june-2024,02,70,53,47,41,35,29
8686,Urdu Language AS Level,june-2024,03,40,28,24,20,17,14
9706,Accounting,march-2024,12,30,22,18,16,14,12
9706,Accounting,march-2024,22,90,60,52,43,35,26
9706,Accounting,march-2024,32,75,47,41,35,27,19
9706,Accounting,march-2024,42,50,36,33,27,22,17
9479,Art & Design,march-2024,01,100,75,65,55,45,35
9479,Art & Design,march-2024,02,100,72,62,52,42,32
9479,Art & Design,march-2024,03,100,75,65,55,45,35
9609,Business,march-2024,12,40,36,32,29,26,24
9609,Business,march-2024,22,60,47,43,38,34,29
9609,Business,march-2024,32,60,38,34,30,25,19
9609,Business,march-2024,42,40,28,25,21,17,14
9980,Cambridge International Project,march-2024,01,80,57,50,43,36,30
9701,Chemistry,march-2024,12,40,30,27,22,17,13
9701,Chemistry,march-2024,22,60,44,37,32,28,22
9701,Chemistry,march-2024,33,40,24,21,18,15,12
9701,Chemistry,march-2024,42,100,59,53,43,33,23
9701,Chemistry,march-2024,52,30,23,20,17,14,11
9708,Economics,march-2024,12,30,25,22,19,16,14
9708,Economics,march-2024,22,60,28,25,21,18,14
9708,Economics,march-2024,32,30,24,22,19,17,14
9708,Economics,march-2024,42,60,33,28,24,20,15
8021,English General Paper AS Level,march-2024,12,30,22,19,16,14,12
8021,English General Paper AS Level,march-2024,22,50,35,32,29,25,20
9093,English Language,march-2024,12,50,36,31,27,24,20
9093,English Language,march-2024,22,50,34,29,25,21,18
9093,English Language,march-2024,32,50,37,31,25,20,15
9093,English Language,march-2024,42,50,37,32,27,21,15
9695,English Literature,march-2024,12,50,37,33,28,24,20
9695,English Literature,march-2024,22,50,35,31,27,22,18
9695,English Literature,march-2024,32,50,38,32,27,23,18
9695,English Literature,march-2024,42,50,39,34,29,24,18
9239,Global Perspectives & Research,march-2024,02,40,29,26,23,20,18
9239,Global Perspectives & Research,march-2024,03,40,26,24,22,20,18
9239,Global Perspectives & Research,march-2024,04,85,57,50,44,38,32
9239,Global Perspectives & Research,march-2024,12,45,33,30,28,25,21
9489,History,march-2024,12,40,23,20,17,14,12
9489,History,march-2024,22,60,38,33,28,24,19
9489,History,march-2024,32,40,32,28,24,21,18
9489,History,march-2024,42,60,44,39,35,30,24
9626,Information Technology,march-2024,02,90,58,52,47,43,39
9626,Information Technology,march-2024,04,90,76,72,62,52,41
9626,Information Technology,march-2024,12,70,36,33,28,23,19
9626,Information Technology,march-2024,32,70,47,42,36,30,24
9709,Mathematics,march-2024,12,75,63,57,47,38,29
9709,Mathematics,march-2024,22,50,40,36,30,24,18
9709,Mathematics,march-2024,32,75,58,52,44,35,26
9709,Mathematics,march-2024,42,50,38,32,27,22,17
9709,Mathematics,march-2024,52,50,44,39,33,26,20
9709,Mathematics,march-2024,62,50,42,36,30,25,20
9702,Physics,march-2024,12,40,32,29,25,21,18
9702,Physics,march-2024,22,60,47,42,37,31,24
9702,Physics,march-2024,33,40,32,30,27,24,22
9702,Physics,march-2024,42,100,61,52,42,32,22
9702,Physics,march-2024,52,30,23,20,17,14,11
9990,Psychology,march-2024,12,60,42,37,32,27,23
9990,Psychology,march-2024,22,60,43,39,35,31,27
9990,Psychology,march-2024,32,60,36,29,25,21,16
9990,Psychology,march-2024,42,60,38,33,29,25,21
9699,Sociology,march-2024,12,60,36,32,29,25,21
9699,Sociology,march-2024,22,60,38,32,28,25,22
9699,Sociology,march-2024,32,50,40,36,32,26,21
9699,Sociology,march-2024,42,70,52,46,40,35,30
9706,Accounting,november-2023,11,30,23,18,15,13,11
9706,Accounting,november-2023,12,30,23,18,15,13,11
9706,Accounting,november-2023,13,30,23,18,15,13,11
9706,Accounting,november-2023,21,90,55,47,39,31,22
9706,Accounting,november-2023,22,90,58,48,39,31,22
9706,Accounting,november-2023,23,90,58,48,39,31,22
9706,Accounting,november-2023,31,75,47,42,36,30,23
9706,Accounting,november-2023,32,75,47,42,36,30,23
9706,Accounting,november-2023,33,75,47,42,36,30,23
9706,Accounting,november-2023,41,50,26,23,19,14,10
9706,Accounting,november-2023,42,50,34,31,25,19,14
9706,Accounting,november-2023,43,50,34,31,25,19,14
9680,Arabic A Level,november-2023,21,70,43,38,32,26,20
9680,Arabic A Level,november-2023,22,70,41,36,30,24,18
9680,Arabic A Level,november-2023,31,40,33,29,25,21,17
9680,Arabic A Level,november-2023,32,40,33,29,25,21,17
9680,Arabic A Level,november-2023,41,75,53,48,44,40,36
9680,Arabic A Level,november-2023,42,75,53,48,44,40,36
9680,Arabic A Level,november-2023,51,40,34,30,26,22,19
9680,Arabic A Level,november-2023,52,40,34,30,26,22,19
8680,Arabic Language AS Level,november-2023,21,70,38,32,26,20,14
8680,Arabic Language AS Level,november-2023,22,70,36,30,24,18,12
8680,Arabic Language AS Level,november-2023,31,40,29,25,21,17,13
8680,Arabic Language AS Level,november-2023,32,40,29,25,21,17,13
8679,Afrikaans Language AS Level,november-2023,02,70,43,37,31,24,18
8679,Afrikaans Language AS Level,november-2023,03,40,26,22,19,16,13
9479,Art and Design,november-2023,01,100,75,65,55,45,35
9479,Art and Design,november-2023,02,100,72,62,52,42,32
9479,Art and Design,november-2023,03,100,75,65,55,45,35
9484,Biblical Studies,november-2023,12,50,35,32,29,26,22
9484,Biblical Studies,november-2023,22,50,32,29,26,23,20
9484,Biblical Studies,november-2023,32,50,33,29,25,21,18
9484,Biblical Studies,november-2023,42,50,38,33,28,24,19
9700,Biology,november-2023,11,40,29,27,24,21,19
9700,Biology,november-2023,12,40,26,23,20,18,16
9700,Biology,november-2023,13,40,29,26,23,20,17
9700,Biology,november-2023,21,60,38,32,27,21,15
9700,Biology,november-2023,22,60,38,32,28,22,16
9700,Biology,november-2023,23,60,31,25,20,16,11
9700,Biology,november-2023,31,40,30,27,24,22,20
9700,Biology,november-2023,33,40,29,26,23,20,18
9700,Biology,november-2023,34,40,30,27,24,21,18
9700,Biology,november-2023,35,40,31,28,25,23,21
9700,Biology,november-2023,36,40,31,28,25,22,19
9700,Biology,november-2023,41,100,62,54,46,37,27
9700,Biology,november-2023,42,100,62,54,45,35,25
9700,Biology,november-2023,43,100,62,54,46,37,27
9700,Biology,november-2023,50,75,54,45,38,31,25
9700,Biology,november-2023,51,30,23,20,17,14,12
9700,Biology,november-2023,52,30,15,13,11,9,7
9700,Biology,november-2023,53,30,23,20,17,14,12
9609,Business,november-2023,11,40,34,32,29,26,23
9609,Business,november-2023,12,40,35,33,30,28,26
9609,Business,november-2023,13,40,34,30,27,24,22
9609,Business,november-2023,21,60,47,43,39,35,31
9609,Business,november-2023,22,60,41,37,33,28,24
9609,Business,november-2023,23,60,45,42,38,34,30
9609,Business,november-2023,31,60,39,35,31,26,21
9609,Business,november-2023,32,60,47,43,39,34,29
9609,Business,november-2023,33,60,39,35,31,26,21
9609,Business,november-2023,41,40,30,28,25,23,21
9609,Business,november-2023,42,40,30,28,23,19,15
9609,Business,november-2023,43,40,30,28,25,23,21
9701,Chemistry,november-2023,11,40,28,23,19,15,12
9701,Chemistry,november-2023,12,40,26,21,17,14,11
9701,Chemistry,november-2023,13,40,28,23,19,15,12
9701,Chemistry,november-2023,21,60,36,27,24,21,17
9701,Chemistry,november-2023,22,60,39,30,25,19,13
9701,Chemistry,november-2023,23,60,36,27,24,21,17
9701,Chemistry,november-2023,31,40,25,22,18,15,12
9701,Chemistry,november-2023,33,40,27,24,20,16,13
9701,Chemistry,november-2023,34,40,24,22,18,14,11
9701,Chemistry,november-2023,35,40,25,22,18,15,12
9701,Chemistry,november-2023,36,40,24,21,18,15,12
9701,Chemistry,november-2023,41,100,63,57,46,35,24
9701,Chemistry,november-2023,42,100,60,54,43,32,21
9701,Chemistry,november-2023,43,100,63,57,46,35,24
9701,Chemistry,november-2023,50,75,55,45,39,33,28
9701,Chemistry,november-2023,51,30,21,19,16,13,10
9701,Chemistry,november-2023,52,30,21,19,16,13,10
9701,Chemistry,november-2023,53,30,21,19,16,13,10
9715,Chinese A Level,november-2023,21,70,44,39,34,28,22
9715,Chinese A Level,november-2023,22,70,44,39,34,28,22
9715,Chinese A Level,november-2023,23,70,44,39,34,28,22
9715,Chinese A Level,november-2023,31,40,32,28,24,20,17
9715,Chinese A Level,november-2023,32,40,32,28,24,20,17
9715,Chinese A Level,november-2023,33,40,32,28,24,20,17
9715,Chinese A Level,november-2023,41,75,51,46,42,38,34
9715,Chinese A Level,november-2023,42,75,51,46,42,38,34
9715,Chinese A Level,november-2023,43,75,51,46,42,38,34
8681,Chinese Language,november-2023,21,70,39,33,28,22,17
8681,Chinese Language,november-2023,22,70,39,33,28,22,17
8681,Chinese Language,november-2023,23,70,39,33,28,22,17
8681,Chinese Language,november-2023,31,40,28,24,20,17,14
8681,Chinese Language,november-2023,32,40,28,24,20,17,14
8681,Chinese Language,november-2023,33,40,28,24,20,17,14
9274,Classical Studies,november-2023,11,50,36,31,26,21,17
9274,Classical Studies,november-2023,12,50,36,31,26,21,17
9274,Classical Studies,november-2023,13,50,36,31,26,21,17
9274,Classical Studies,november-2023,21,50,35,31,26,21,16
9274,Classical Studies,november-2023,22,50,36,32,27,22,17
9274,Classical Studies,november-2023,23,50,36,32,27,22,17
9274,Classical Studies,november-2023,31,50,35,30,27,23,19
9274,Classical Studies,november-2023,32,50,35,30,27,23,19
9274,Classical Studies,november-2023,33,50,35,30,27,23,19
9274,Classical Studies,november-2023,41,50,37,29,25,22,19
9274,Classical Studies,november-2023,42,50,37,29,25,22,19
9274,Classical Studies,november-2023,43,50,37,29,25,22,19
9618,Computer Science,november-2023,11,75,44,37,30,23,17
9618,Computer Science,november-2023,12,75,46,38,31,24,18
9618,Computer Science,november-2023,13,75,44,37,30,23,17
9618,Computer Science,november-2023,21,75,46,39,32,25,18
9618,Computer Science,november-2023,22,75,47,40,33,26,18
9618,Computer Science,november-2023,23,75,46,39,32,25,18
9618,Computer Science,november-2023,31,75,49,40,34,27,21
9618,Computer Science,november-2023,32,75,46,37,31,26,21
9618,Computer Science,november-2023,33,75,49,40,34,27,21
9618,Computer Science,november-2023,41,75,57,47,38,29,19
9618,Computer Science,november-2023,42,75,59,49,40,30,19
9618,Computer Science,november-2023,43,75,57,47,38,29,19
9618,Computer Science,november-2023,50,75,58,46,39,32,26
9705,Design and Technology,november-2023,02,40,32,28,24,20,16
9705,Design and Technology,november-2023,04,40,34,28,24,20,16
9705,Design and Technology,november-2023,11,120,101,96,88,81,74
9705,Design and Technology,november-2023,12,120,101,96,88,81,74
9705,Design and Technology,november-2023,13,120,101,96,88,81,74
9705,Design and Technology,november-2023,32,120,95,90,83,77,71
9705,Design and Technology,november-2023,33,120,95,90,83,77,71
9631,Design and Textiles,november-2023,01,75,46,42,37,32,26
9631,Design and Textiles,november-2023,02,100,77,72,62,52,42
9631,Design and Textiles,november-2023,03,100,58,52,46,40,34
9631,Design and Textiles,november-2023,04,100,80,75,65,55,45
9481,Digital Media & Design,november-2023,01,100,70,60,49,39,28
9481,Digital Media & Design,november-2023,02,100,70,60,49,39,28
9481,Digital Media & Design,november-2023,03,100,70,60,50,39,28
9482,Drama,november-2023,02,60,50,44,37,31,25
9482,Drama,november-2023,03,60,51,45,39,33,26
9482,Drama,november-2023,04,60,48,39,33,26,20
9482,Drama,november-2023,11,60,39,34,29,24,19
9482,Drama,november-2023,12,60,39,34,29,24,19
9482,Drama,november-2023,13,60,39,34,29,24,19
9708,Economics,november-2023,11,30,24,21,18,16,14
9708,Economics,november-2023,12,30,25,22,19,16,14
9708,Economics,november-2023,13,30,25,22,19,16,14
9708,Economics,november-2023,21,60,27,23,19,14,10
9708,Economics,november-2023,22,60,24,22,18,15,11
9708,Economics,november-2023,23,60,27,23,19,16,12
9708,Economics,november-2023,31,30,23,20,18,16,14
9708,Economics,november-2023,32,30,25,19,17,15,14
9708,Economics,november-2023,33,30,23,19,17,15,14
9708,Economics,november-2023,41,60,38,31,28,25,22
9708,Economics,november-2023,42,60,43,36,32,28,22
9708,Economics,november-2023,43,60,38,32,28,23,18
8021,English General Paper AS Level,november-2023,11,30,22,19,17,15,13
8021,English General Paper AS Level,november-2023,12,30,22,19,17,15,13
8021,English General Paper AS Level,november-2023,13,30,22,19,17,15,13
8021,English General Paper AS Level,november-2023,21,50,27,24,21,18,15
8021,English General Paper AS Level,november-2023,22,50,33,29,27,24,21
8021,English General Paper AS Level,november-2023,23,50,33,29,27,24,21
8021,English General Paper AS Level,november-2023,50,75,54,45,36,27,18
9093,English Language A Level,november-2023,11,50,34,29,26,22,19
9093,English Language A Level,november-2023,12,50,34,29,26,22,19
9093,English Language A Level,november-2023,13,50,34,29,26,22,19
9093,English Language A Level,november-2023,21,50,33,28,24,21,18
9093,English Language A Level,november-2023,22,50,33,28,24,21,18
9093,English Language A Level,november-2023,23,50,33,28,24,21,18
9093,English Language A Level,november-2023,31,50,36,31,26,20,14
9093,English Language A Level,november-2023,32,50,36,31,26,20,14
9093,English Language A Level,november-2023,33,50,36,31,26,20,14
9093,English Language A Level,november-2023,41,50,38,33,27,21,15
9093,English Language A Level,november-2023,42,50,38,33,27,21,15
9093,English Language A Level,november-2023,43,50,38,33,27,21,15
8291,Environmental Management AS Level,november-2023,11,80,50,42,38,33,29
8291,Environmental Management AS Level,november-2023,12,80,50,42,38,33,29
8291,Environmental Management AS Level,november-2023,13,80,50,42,38,33,29
8291,Environmental Management AS Level,november-2023,21,80,51,44,39,35,31
8291,Environmental Management AS Level,november-2023,22,80,51,44,39,35,31
8291,Environmental Management AS Level,november-2023,23,80,51,44,39,35,31
8665,First Language Spanish AS Level,november-2023,21,70,48,44,38,32,26
8665,First Language Spanish AS Level,november-2023,41,75,51,46,42,38,34
9716,French A Level,november-2023,01,100,78,68,60,53,46
9716,French A Level,november-2023,22,70,44,38,33,29,25
9716,French A Level,november-2023,23,70,44,38,33,29,25
9716,French A Level,november-2023,32,40,29,25,21,18,15
9716,French A Level,november-2023,33,40,29,25,21,18,15
9716,French A Level,november-2023,42,75,55,49,45,39,33
9716,French A Level,november-2023,43,75,55,49,45,39,33
8682,French Language AS Level,november-2023,01,100,68,60,53,46,39
8682,French Language AS Level,november-2023,21,70,38,33,29,25,21
8682,French Language AS Level,november-2023,22,70,38,33,29,25,21
8682,French Language AS Level,november-2023,23,70,38,33,29,25,21
8682,French Language AS Level,november-2023,31,40,25,21,18,15,12
8682,French Language AS Level,november-2023,32,40,25,21,18,15,12
8682,French Language AS Level,november-2023,33,40,25,21,18,15,12
9231,Further Mathematics A Level,november-2023,11,75,50,40,34,28,22
9231,Further Mathematics A Level,november-2023,12,75,50,40,34,28,22
9231,Further Mathematics A Level,november-2023,13,75,50,40,34,28,22
9231,Further Mathematics A Level,november-2023,21,75,62,54,45,37,27
9231,Further Mathematics A Level,november-2023,22,75,66,58,50,43,34
9231,Further Mathematics A Level,november-2023,23,75,62,54,45,37,27
9231,Further Mathematics A Level,november-2023,31,50,27,21,18,15,12
9231,Further Mathematics A Level,november-2023,32,50,31,23,20,17,14
9231,Further Mathematics A Level,november-2023,33,50,27,21,18,15,12
9231,Further Mathematics A Level,november-2023,41,50,38,34,27,20,14
9231,Further Mathematics A Level,november-2023,42,50,42,38,32,26,20
9231,Further Mathematics A Level,november-2023,43,50,38,34,27,20,14
9696,Geography,november-2023,11,60,35,31,26,22,18
9696,Geography,november-2023,12,60,34,30,25,21,17
9696,Geography,november-2023,13,60,35,31,26,22,18
9696,Geography,november-2023,21,60,35,30,26,22,18
9696,Geography,november-2023,22,60,34,29,26,22,18
9696,Geography,november-2023,23,60,35,30,26,22,18
9696,Geography,november-2023,31,60,34,30,27,24,20
9696,Geography,november-2023,32,60,34,30,27,24,20
9696,Geography,november-2023,33,60,34,30,27,24,20
9696,Geography,november-2023,41,60,34,30,27,23,20
9696,Geography,november-2023,42,60,34,30,27,23,20
9696,Geography,november-2023,43,60,34,30,27,23,20
9696,Geography,november-2023,50,75,54,45,36,27,18
9717,German A Level,november-2023,01,100,78,68,60,53,46
9717,German A Level,november-2023,22,70,51,45,39,33,26
9717,German A Level,november-2023,23,70,52,46,40,34,27
9717,German A Level,november-2023,32,40,32,28,24,20,17
9717,German A Level,november-2023,33,40,32,28,24,20,17
9717,German A Level,november-2023,42,75,52,47,43,39,35
9717,German A Level,november-2023,43,75,52,47,43,39,35
9717,German A Level,november-2023,60,75,54,45,36,27,18
8683,German Language AS Level,november-2023,01,100,68,60,53,46,39
8683,German Language AS Level,november-2023,22,70,45,38,32,26,20
8683,German Language AS Level,november-2023,23,70,46,39,33,27,21
8683,German Language AS Level,november-2023,32,40,28,24,20,17,14
8683,German Language AS Level,november-2023,33,40,28,24,20,17,14
9687,Hindi A Level,november-2023,02,70,56,52,46,42,36
9687,Hindi A Level,november-2023,03,40,33,31,26,21,17
9687,Hindi A Level,november-2023,04,75,51,47,43,39,36
9687,Hindi A Level,november-2023,05,40,36,33,29,25,21
8675,Hindi Literature,november-2023,04,75,47,43,39,36,33
8687,Hindi Language,november-2023,02,70,52,46,41,36,31
8687,Hindi Language,november-2023,03,40,31,26,21,17,13
9487,Hinduism,november-2023,01,60,41,34,28,22,16
9487,Hinduism,november-2023,02,60,35,30,25,21,17
9487,Hinduism,november-2023,03,60,40,34,28,21,15
9487,Hinduism,november-2023,04,60,37,31,26,21,15
9489,History,november-2023,11,40,22,19,16,14,12
9489,History,november-2023,12,40,22,19,16,14,12
9489,History,november-2023,13,40,22,19,16,14,12
9489,History,november-2023,21,60,39,34,29,24,19
9489,History,november-2023,22,60,39,34,29,24,19
9489,History,november-2023,23,60,39,34,29,24,19
9489,History,november-2023,31,40,30,27,24,21,19
9489,History,november-2023,32,40,30,27,24,21,19
9489,History,november-2023,33,40,30,27,24,21,19
9489,History,november-2023,41,60,43,39,35,31,25
9489,History,november-2023,42,60,43,39,35,31,25
9489,History,november-2023,43,60,43,39,35,31,25
9489,History,november-2023,50,75,54,45,36,27,18
9626,Information Technology,november-2023,02,90,58,50,44,38,32
9626,Information Technology,november-2023,04,90,66,60,52,43,33
9626,Information Technology,november-2023,11,70,35,30,25,20,15
9626,Information Technology,november-2023,12,70,35,30,25,20,15
9626,Information Technology,november-2023,13,70,35,30,25,20,15
9626,Information Technology,november-2023,31,70,44,38,32,26,20
9626,Information Technology,november-2023,32,70,44,38,32,26,20
9626,Information Technology,november-2023,33,70,44,38,32,26,20
9980,International Project A Level,november-2023,01,80,57,50,43,36,30
9488,Islamic Studies,november-2023,12,50,39,34,29,25,21
9488,Islamic Studies,november-2023,22,50,38,33,29,24,20
9488,Islamic Studies,november-2023,32,50,39,34,29,24,19
9488,Islamic Studies,november-2023,42,50,37,32,27,22,17
8281,Japanese Language,november-2023,01,100,78,68,60,53,46
8281,Japanese Language,november-2023,02,70,46,42,37,33,29
8281,Japanese Language,november-2023,03,40,29,25,21,17,13
8695,Language and Literature in English AS Level,november-2023,11,50,33,28,24,21,18
8695,Language and Literature in English AS Level,november-2023,12,50,33,28,24,21,18
8695,Language and Literature in English AS Level,november-2023,13,50,33,28,24,21,18
8695,Language and Literature in English AS Level,november-2023,21,50,37,33,29,25,21
8695,Language and Literature in English AS Level,november-2023,22,50,37,33,29,25,21
8695,Language and Literature in English AS Level,november-2023,23,50,37,33,29,25,21
8695,Language and Literature in English AS Level,november-2023,50,75,54,45,36,27,18
9084,Law,november-2023,11,75,46,43,36,29,23
9084,Law,november-2023,12,75,46,43,36,29,23
9084,Law,november-2023,13,75,46,43,36,29,23
9084,Law,november-2023,21,60,41,33,29,25,21
9084,Law,november-2023,22,60,41,33,29,25,21
9084,Law,november-2023,23,60,41,33,29,25,21
9084,Law,november-2023,31,75,45,39,34,29,24
9084,Law,november-2023,32,75,45,39,34,29,24
9084,Law,november-2023,41,75,43,36,32,28,24
9084,Law,november-2023,42,75,43,36,32,28,24
9695,Literature in English,november-2023,11,50,37,33,29,25,21
9695,Literature in English,november-2023,12,50,37,33,29,25,21
9695,Literature in English,november-2023,13,50,37,33,29,25,21
9695,Literature in English,november-2023,21,50,32,29,25,21,17
9695,Literature in English,november-2023,22,50,32,29,25,21,17
9695,Literature in English,november-2023,23,50,32,29,25,21,17
9695,Literature in English,november-2023,31,50,38,32,28,24,20
9695,Literature in English,november-2023,32,50,38,32,28,24,20
9695,Literature in English,november-2023,33,50,38,32,28,24,20
9695,Literature in English,november-2023,41,50,40,34,29,24,18
9695,Literature in English,november-2023,42,50,40,34,29,24,18
9695,Literature in English,november-2023,43,50,40,34,29,24,18
9695,Literature in English,november-2023,50,75,54,45,36,27,18
9693,Marine Science,november-2023,11,75,53,42,35,28,22
9693,Marine Science,november-2023,12,75,53,42,35,28,22
9693,Marine Science,november-2023,13,75,53,42,35,28,22
9693,Marine Science,november-2023,21,75,49,43,36,29,22
9693,Marine Science,november-2023,22,75,49,43,36,29,22
9693,Marine Science,november-2023,23,75,49,43,36,29,22
9693,Marine Science,november-2023,31,75,49,43,36,28,20
9693,Marine Science,november-2023,32,75,49,43,36,28,20
9693,Marine Science,november-2023,33,75,49,43,36,28,20
9693,Marine Science,november-2023,41,75,50,43,36,29,22
9693,Marine Science,november-2023,42,75,50,43,36,29,22
9693,Marine Science,november-2023,43,75,50,43,36,29,22
9709,Mathematics,november-2023,11,75,55,44,34,24,14
9709,Mathematics,november-2023,12,75,55,46,35,24,13
9709,Mathematics,november-2023,13,75,62,56,45,34,23
9709,Mathematics,november-2023,21,50,39,35,27,20,13
9709,Mathematics,november-2023,22,50,39,35,27,20,13
9709,Mathematics,november-2023,23,50,39,35,27,20,13
9709,Mathematics,november-2023,31,75,54,45,39,32,24
9709,Mathematics,november-2023,32,75,54,45,39,32,24
9709,Mathematics,november-2023,33,75,66,59,51,42,32
9709,Mathematics,november-2023,41,50,38,34,26,19,12
9709,Mathematics,november-2023,42,50,39,35,27,19,12
9709,Mathematics,november-2023,43,50,45,40,33,27,21
9709,Mathematics,november-2023,51,50,38,34,27,20,14
9709,Mathematics,november-2023,52,50,40,36,28,21,14
9709,Mathematics,november-2023,53,50,46,42,36,30,25
9709,Mathematics,november-2023,58,75,66,61,53,46,39
9709,Mathematics,november-2023,59,75,64,59,49,39,30
9709,Mathematics,november-2023,61,50,41,36,29,23,17
9709,Mathematics,november-2023,62,50,35,30,23,16,10
9709,Mathematics,november-2023,63,50,41,36,29,23,17
9607,Media Studies,november-2023,01,50,40,35,30,25,20
9607,Media Studies,november-2023,02,50,40,35,30,25,20
9607,Media Studies,november-2023,03,50,40,35,30,25,20
9607,Media Studies,november-2023,04,60,46,40,35,30,24
9483,Music,november-2023,02,100,75,65,56,48,40
9483,Music,november-2023,03,100,80,70,60,50,40
9483,Music,november-2023,04,100,80,70,60,50,40
9483,Music,november-2023,05,100,80,70,60,50,40
9483,Music,november-2023,11,100,70,57,49,40,31
9483,Music,november-2023,12,100,70,57,49,40,31
9483,Music,november-2023,13,100,70,57,49,40,31
9396,Physical Education,november-2023,02,90,64,55,47,39,32
9396,Physical Education,november-2023,04,90,76,66,56,46,36
9396,Physical Education,november-2023,11,90,63,58,51,43,36
9396,Physical Education,november-2023,12,90,63,58,51,43,36
9396,Physical Education,november-2023,13,90,63,58,51,43,36
9396,Physical Education,november-2023,32,90,62,54,46,38,30
9396,Physical Education,november-2023,33,90,62,54,46,38,30
9702,Physics,november-2023,11,40,30,25,21,18,15
9702,Physics,november-2023,12,40,27,23,20,17,14
9702,Physics,november-2023,13,40,30,25,21,18,15
9702,Physics,november-2023,21,60,43,37,30,22,15
9702,Physics,november-2023,22,60,44,37,30,22,15
9702,Physics,november-2023,23,60,46,39,32,24,17
9702,Physics,november-2023,31,40,32,28,25,22,19
9702,Physics,november-2023,33,40,32,28,24,21,18
9702,Physics,november-2023,34,40,31,27,24,21,19
9702,Physics,november-2023,35,40,30,27,24,21,18
9702,Physics,november-2023,36,40,30,28,25,22,20
9702,Physics,november-2023,41,100,68,60,49,38,26
9702,Physics,november-2023,42,100,68,60,49,38,26
9702,Physics,november-2023,43,100,73,65,57,48,38
9702,Physics,november-2023,50,75,59,53,44,36,28
9702,Physics,november-2023,51,30,23,21,18,14,11
9702,Physics,november-2023,52,30,23,21,18,14,11
9702,Physics,november-2023,53,30,23,21,18,14,11
9990,Psychology,november-2023,11,60,39,35,30,24,18
9990,Psychology,november-2023,12,60,38,32,27,23,18
9990,Psychology,november-2023,13,60,39,35,29,24,18
9990,Psychology,november-2023,21,60,40,35,30,26,22
9990,Psychology,november-2023,22,60,36,32,28,24,20
9990,Psychology,november-2023,23,60,40,35,30,25,21
9990,Psychology,november-2023,31,60,33,28,25,21,16
9990,Psychology,november-2023,32,60,33,28,24,21,16
9990,Psychology,november-2023,33,60,33,28,25,21,16
9990,Psychology,november-2023,41,60,29,25,21,17,14
9990,Psychology,november-2023,42,60,29,25,21,17,14
9990,Psychology,november-2023,43,60,29,25,21,17,14
9990,Psychology,november-2023,60,75,54,45,36,27,18
9699,Sociology,november-2023,11,60,38,34,29,24,19
9699,Sociology,november-2023,12,60,38,34,30,25,20
9699,Sociology,november-2023,13,60,38,34,29,24,19
9699,Sociology,november-2023,21,60,38,33,27,22,17
9699,Sociology,november-2023,22,60,38,34,29,25,21
9699,Sociology,november-2023,23,60,38,33,27,22,17
9699,Sociology,november-2023,31,50,38,35,31,25,19
9699,Sociology,november-2023,32,50,36,34,31,26,21
9699,Sociology,november-2023,33,50,38,35,31,25,19
9699,Sociology,november-2023,41,70,51,48,42,37,32
9699,Sociology,november-2023,42,70,51,48,43,38,33
9699,Sociology,november-2023,43,70,51,48,42,37,32
9699,Sociology,november-2023,50,75,54,45,36,27,18
9719,Spanish A Level,november-2023,01,100,78,68,60,53,46
9719,Spanish A Level,november-2023,21,70,48,44,38,32,26
9719,Spanish A Level,november-2023,22,70,48,44,38,32,26
9719,Spanish A Level,november-2023,23,70,48,44,38,32,26
9719,Spanish A Level,november-2023,31,40,32,28,24,20,17
9719,Spanish A Level,november-2023,32,40,32,28,24,20,17
9719,Spanish A Level,november-2023,33,40,32,28,24,20,17
9719,Spanish A Level,november-2023,41,75,51,46,42,38,34
9719,Spanish A Level,november-2023,42,75,51,46,42,38,34
9719,Spanish A Level,november-2023,43,75,51,46,42,38,34
8685,Spanish Language AS Level,november-2023,01,100,68,60,53,46,39
8685,Spanish Language AS Level,november-2023,21,70,44,38,32,26,20
8685,Spanish Language AS Level,november-2023,22,70,44,38,32,26,20
8685,Spanish Language AS Level,november-2023,23,70,44,38,32,26,20
8685,Spanish Language AS Level,november-2023,31,40,28,24,20,17,14
8685,Spanish Language AS Level,november-2023,32,40,28,24,20,17,14
8685,Spanish Language AS Level,november-2023,33,40,28,24,20,17,14
8685,Spanish Language AS Level,november-2023,50,75,45,36,27,18,9
8673,Spanish Literature AS Level,november-2023,41,75,46,42,38,34,30
8673,Spanish Literature AS Level,november-2023,42,75,46,42,38,34,30
9689,Tamil A Level,november-2023,21,70,49,44,38,31,25
9689,Tamil A Level,november-2023,22,70,49,44,38,31,25
9689,Tamil A Level,november-2023,31,40,29,25,21,18,15
9689,Tamil A Level,november-2023,32,40,29,25,21,18,15
9689,Tamil A Level,november-2023,41,75,36,33,28,23,19
9689,Tamil A Level,november-2023,42,75,36,33,28,23,19
9689,Tamil A Level,november-2023,51,40,30,25,21,18,15
9689,Tamil A Level,november-2023,52,40,30,25,21,18,15
